@relation Relation
@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V19 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute Amount real
@attribute Class {0,1}
@data
0.9998121857643127,0.9972975850105286,0.9857131242752075,0.8491397500038147,0.9985070824623108,0.0008909493335522711,2.6814146622200496e-05,0.9999897480010986,0.4202468693256378,0.08924445509910583,0.2912486791610718,0.7126042246818542,0.01966330222785473,0.6357629895210266,0.29378846287727356,0.11061623692512512,0.19552560150623322,0.11711358278989792,0.22289758920669556,0.9278930425643921,0.8826317191123962,0.26616743206977844,0.933125913143158,0.025194775313138962,0.656889021396637,0.05607736110687256,0.47586527466773987,0.06337684392929077,4.554284259938868e-06,'1'
0.9999889135360718,0.9992509484291077,0.9984151124954224,0.3526340425014496,0.999909520149231,0.0004895005258731544,9.68051881500287e-06,0.9999977350234985,0.5185253024101257,0.3150804340839386,0.05687315762042999,0.9926026463508606,0.011916796676814556,0.7708930969238281,0.09574256092309952,0.5928137302398682,0.49018508195877075,0.7765182852745056,0.06911121308803558,0.9549164772033691,0.6543089151382446,0.13557279109954834,0.9817734360694885,0.008331877179443836,0.4196765720844269,0.011376705020666122,0.38549959659576416,0.0036025908775627613,2.1734643951276666e-07,'0'
0.9999197721481323,0.9989019632339478,0.9909601211547852,0.7770799398422241,0.9998238682746887,0.001318699331022799,8.867725227901246e-06,0.9999978542327881,0.5047265291213989,0.14392176270484924,0.31676867604255676,0.9762086868286133,0.00863487459719181,0.44845253229141235,0.12531934678554535,0.3360649645328522,0.35129785537719727,0.15851612389087677,0.19331102073192596,0.972426176071167,0.8069120645523071,0.3383369743824005,0.9603972434997559,0.02654695138335228,0.39409276843070984,0.016810297966003418,0.25474727153778076,0.020402410998940468,1.4925587947800523e-06,'0'
0.9999783039093018,0.9996564388275146,0.9971951246261597,0.37637433409690857,0.9999281167984009,0.0006367790629155934,8.474922651657835e-06,0.9999991655349731,0.43083587288856506,0.27966734766960144,0.061984505504369736,0.9917334318161011,0.01939910091459751,0.7587221264839172,0.06727474182844162,0.5826240181922913,0.40765196084976196,0.39078855514526367,0.07243617624044418,0.9715500473976135,0.9307371377944946,0.2147781252861023,0.9427875876426697,0.012926440685987473,0.5587405562400818,0.008193747140467167,0.37386080622673035,0.020891163498163223,1.9397471362481156e-07,'0'
0.9999475479125977,0.9995311498641968,0.9903387427330017,0.806435763835907,0.9996782541275024,0.0002953533548861742,3.5650032259582076e-06,0.9999969005584717,0.45552730560302734,0.10557109117507935,0.4155181348323822,0.8846690654754639,0.018685737624764442,0.48487040400505066,0.1372423768043518,0.14495033025741577,0.1027730256319046,0.07949505001306534,0.15767478942871094,0.938485860824585,0.8592367172241211,0.17978225648403168,0.9381809234619141,0.020054224878549576,0.5201610922813416,0.025950202718377113,0.5519790649414062,0.03173380717635155,3.795482825807994e-07,'1'
0.9997153878211975,0.997171938419342,0.9877270460128784,0.35428765416145325,0.9990025162696838,0.00293465587310493,5.979439083603211e-05,0.9999854564666748,0.3638651371002197,0.17056989669799805,0.21352481842041016,0.9245288372039795,0.03156926855444908,0.5711385011672974,0.1447831392288208,0.1906781792640686,0.1378890573978424,0.1856619417667389,0.22240333259105682,0.936223030090332,0.7929918766021729,0.25100457668304443,0.958686351776123,0.015196425840258598,0.7222075462341309,0.07410408556461334,0.28373709321022034,0.02056770585477352,1.6411993783549406e-05,'0'
0.9999326467514038,0.9971066117286682,0.9936327338218689,0.45146965980529785,0.9998611211776733,0.0015908207278698683,2.620105806272477e-05,0.9999951124191284,0.6632028818130493,0.4763112962245941,0.05149247124791145,0.9879933595657349,0.029937975108623505,0.8036981225013733,0.0652787908911705,0.3674202263355255,0.35587194561958313,0.45154422521591187,0.13659101724624634,0.9107698798179626,0.5908405184745789,0.10950400680303574,0.9315682053565979,0.016163380816578865,0.6441990733146667,0.010732843540608883,0.29948338866233826,0.010007857345044613,2.1495618511835346e-06,'0'
0.9999440908432007,0.998896598815918,0.9971805810928345,0.4060083031654358,0.9998113512992859,0.0023162905126810074,4.096385964658111e-05,0.9999929666519165,0.5500714778900146,0.41394349932670593,0.14986377954483032,0.9836291670799255,0.027364911511540413,0.7542656660079956,0.07226891070604324,0.3695454001426697,0.2753159701824188,0.5165491104125977,0.17836380004882812,0.941807746887207,0.739635169506073,0.24543124437332153,0.979339063167572,0.020147548988461494,0.7570668458938599,0.014618910849094391,0.4418621361255646,0.009652222506701946,1.694852244327194e-06,'0'
0.9998700618743896,0.9992377758026123,0.9945055842399597,0.5024001598358154,0.9997538924217224,0.0014596956316381693,2.681703699636273e-05,0.9999966621398926,0.5267181992530823,0.22101888060569763,0.06915165483951569,0.957324206829071,0.020706044510006905,0.6587923169136047,0.13207727670669556,0.3982781767845154,0.3277389705181122,0.27846017479896545,0.2337438017129898,0.8915193676948547,0.9115375876426697,0.2907649874687195,0.9379850029945374,0.019658945500850677,0.5625246167182922,0.02363121695816517,0.44625383615493774,0.01877566985785961,1.7717486571200425e-06,'0'
0.9994341731071472,0.9985015392303467,0.9766537547111511,0.8080644011497498,0.9992187023162842,0.003180552739650011,7.681766874156892e-05,0.999968409538269,0.3815501034259796,0.1976640522480011,0.2756340503692627,0.8879581093788147,0.03559337183833122,0.6511772274971008,0.13755333423614502,0.24727670848369598,0.10068084299564362,0.1699744015932083,0.4006379246711731,0.8959318399429321,0.8082737922668457,0.28361210227012634,0.9590014219284058,0.050512515008449554,0.6138430833816528,0.09265800565481186,0.5731406211853027,0.014342077076435089,1.0140864105778746e-05,'1'
0.9999984502792358,0.9999401569366455,0.9997997879981995,0.3628711402416229,0.9999964237213135,0.00024622955243103206,7.080168984430202e-07,1.0,0.6412985324859619,0.3690473437309265,0.005789433605968952,0.9983941912651062,0.0036172110121697187,0.8949632048606873,0.025609785690903664,0.4996539354324341,0.5293620824813843,0.8651780486106873,0.03924708813428879,0.9332649111747742,0.7612542510032654,0.05446088686585426,0.979613184928894,0.003151154611259699,0.801919162273407,0.001273898989893496,0.6139767169952393,0.0016670767217874527,5.495120358744998e-09,'0'
0.9999760389328003,0.9992801547050476,0.998335063457489,0.5852336287498474,0.999812662601471,0.0004197795351501554,8.084379260253627e-06,0.9999985694885254,0.3444485664367676,0.2468053549528122,0.015792369842529297,0.988463819026947,0.006385101471096277,0.7776989936828613,0.11532193422317505,0.1948494166135788,0.3458327054977417,0.4564141035079956,0.07170289009809494,0.7251635193824768,0.741728663444519,0.17737676203250885,0.9070578813552856,0.03346449136734009,0.33426886796951294,0.007326263003051281,0.5716825723648071,0.0044857836328446865,7.479525265807752e-07,'0'
0.9999116659164429,0.9970828890800476,0.9955216646194458,0.41694921255111694,0.9993786811828613,0.001184723456390202,1.615722976566758e-05,0.9999957084655762,0.5761621594429016,0.2142968624830246,0.10121513158082962,0.9113200306892395,0.01799297146499157,0.6522291898727417,0.2310049831867218,0.1348494291305542,0.34787818789482117,0.29999208450317383,0.1581144481897354,0.8356835246086121,0.8187134265899658,0.1371234506368637,0.9140393733978271,0.02463979832828045,0.6579800844192505,0.026989534497261047,0.43826207518577576,0.03551219403743744,3.486331706881174e-06,'0'
0.9999790191650391,0.9995747208595276,0.9970840811729431,0.6278733611106873,0.9998451471328735,0.0005107197212055326,2.7094147299067117e-06,0.9999996423721313,0.5613104701042175,0.10636694729328156,0.055762507021427155,0.9699525237083435,0.005287133622914553,0.6751413345336914,0.2546505033969879,0.10364347696304321,0.2553006112575531,0.30083662271499634,0.2260124683380127,0.8111109137535095,0.7459405064582825,0.36922869086265564,0.9616403579711914,0.012701373547315598,0.6594668626785278,0.02894710749387741,0.6366568803787231,0.012741210870444775,2.7004765001947817e-07,'0'
0.9999940395355225,0.9999463558197021,0.9986937642097473,0.32731905579566956,0.9999841451644897,0.00030459527624771,1.7623472103878157e-06,0.9999997615814209,0.3094173073768616,0.3566379249095917,0.02375195175409317,0.99764084815979,0.010522614233195782,0.868511974811554,0.21420647203922272,0.3966847360134125,0.5171581506729126,0.48911017179489136,0.053796395659446716,0.9279137253761292,0.7994933724403381,0.18952389061450958,0.9580236077308655,0.012027597054839134,0.6804312467575073,0.004528494086116552,0.3098111152648926,0.0019422576297074556,2.9070710283463086e-08,'0'
