@relation Relation
@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V19 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute Amount real
@attribute Class {0,1}
@data
0.9994159936904907,0.9990459084510803,0.9764708280563354,0.28547433018684387,0.7728092670440674,0.22710607945919037,0.00023195652465801686,0.9998220801353455,0.006008834112435579,0.011684752069413662,0.16606959700584412,0.7831408977508545,0.21336109936237335,0.6604474186897278,0.04140818119049072,0.01682957634329796,0.6404415369033813,0.6763091683387756,0.9993834495544434,0.9999717473983765,0.9995973706245422,0.9993665814399719,0.48758310079574585,0.03688227757811546,0.9999423027038574,0.976947546005249,0.6102362871170044,0.07226956635713577,3.218813731109549e-07,'0'
0.9985902905464172,0.996788501739502,0.9460664987564087,0.42043396830558777,0.6833716630935669,0.17244820296764374,0.0009215495083481073,0.9998106360435486,0.008012058213353157,0.024590402841567993,0.3305470943450928,0.6787777543067932,0.16837500035762787,0.7504785656929016,0.07041142135858536,0.028489744290709496,0.6705778241157532,0.7410193085670471,0.9986263513565063,0.9998902082443237,0.9997660517692566,0.9993708729743958,0.36520326137542725,0.09328993409872055,0.9998565912246704,0.9672293663024902,0.45464423298835754,0.07964319735765457,1.0717805025706184e-06,'0'
0.9995844960212708,0.9986718893051147,0.9687689542770386,0.2722153663635254,0.7210851311683655,0.1137305498123169,0.00013911644055042416,0.9999662637710571,0.008364226669073105,0.010791758075356483,0.24264465272426605,0.7955158352851868,0.1373603641986847,0.6968403458595276,0.010341189801692963,0.016166117042303085,0.7475085258483887,0.6523622870445251,0.9997344613075256,0.9999891519546509,0.9999115467071533,0.9998681545257568,0.3603205978870392,0.07649626582860947,0.9999635219573975,0.9911508560180664,0.439870148897171,0.10787701606750488,1.6937100610903144e-07,'0'
0.9974544644355774,0.9935454726219177,0.9260537624359131,0.3238379657268524,0.5363977551460266,0.18638168275356293,0.001309112412855029,0.9995163679122925,0.013487683609127998,0.02653224766254425,0.4132412075996399,0.8439757823944092,0.12740829586982727,0.5733490586280823,0.09962619096040726,0.043130021542310715,0.7520456314086914,0.5500732064247131,0.9987082481384277,0.9997825026512146,0.9993183612823486,0.9987622499465942,0.17924916744232178,0.07975892722606659,0.9997022747993469,0.9557859301567078,0.3673117160797119,0.12915337085723877,2.3546681404695846e-06,'0'
0.9940609335899353,0.9938994646072388,0.9704769849777222,0.26775220036506653,0.5308891534805298,0.27050378918647766,0.0011697281152009964,0.9991187453269958,0.00987178459763527,0.06077888235449791,0.5005016326904297,0.5665338635444641,0.40342089533805847,0.6111817955970764,0.07258027791976929,0.027195673435926437,0.6194738745689392,0.5017820000648499,0.996825098991394,0.9997945427894592,0.9990068078041077,0.9979118704795837,0.3827483355998993,0.1069374829530716,0.9998067021369934,0.9387322664260864,0.41027677059173584,0.09052466601133347,3.837604708678555e-06,'0'
0.9991886019706726,0.996918797492981,0.9690597057342529,0.3627225458621979,0.3295142948627472,0.34277740120887756,0.0004225543816573918,0.9997963309288025,0.015459648333489895,0.02368159219622612,0.5031620860099792,0.7382862567901611,0.28956860303878784,0.48660358786582947,0.041506923735141754,0.015459692105650902,0.6918604969978333,0.4586235284805298,0.9987733960151672,0.9999439716339111,0.9994087219238281,0.9989728927612305,0.26808029413223267,0.03362620249390602,0.9998650550842285,0.964802086353302,0.4042541980743408,0.10822620242834091,7.66723019296478e-07,'0'
0.996184766292572,0.9970045685768127,0.9648692607879639,0.6286845207214355,0.3265494704246521,0.2036837339401245,0.0005037718801759183,0.9996057152748108,0.014618795365095139,0.016713760793209076,0.5394054651260376,0.5215400457382202,0.20611877739429474,0.20934821665287018,0.16207051277160645,0.012357312254607677,0.5343774557113647,0.37729018926620483,0.9992161989212036,0.9998632669448853,0.9992966651916504,0.9986328482627869,0.17669789493083954,0.06744468957185745,0.9997649788856506,0.9607183933258057,0.4662744700908661,0.14573714137077332,7.784243507558131e-07,'0'
0.9931691884994507,0.9915834069252014,0.957427442073822,0.3876197636127472,0.6894299387931824,0.31830811500549316,0.002008106792345643,0.9991044402122498,0.021601010113954544,0.0400947630405426,0.4581063985824585,0.5355215072631836,0.2600349485874176,0.6934095621109009,0.151869997382164,0.016208330169320107,0.453471302986145,0.33967477083206177,0.9897860288619995,0.9995429515838623,0.9987595081329346,0.9958494901657104,0.3289920389652252,0.14667202532291412,0.9995129108428955,0.9214064478874207,0.4864561855792999,0.12152085453271866,2.3253667677636258e-05,'0'
0.9951193332672119,0.9972934126853943,0.9531949162483215,0.510784924030304,0.5243186950683594,0.18312697112560272,0.000281538930721581,0.9998123049736023,0.009917236864566803,0.0703527182340622,0.3725331723690033,0.35675880312919617,0.4084162712097168,0.360343873500824,0.06730415672063828,0.03839622810482979,0.3071991801261902,0.41816598176956177,0.9990220069885254,0.9998701810836792,0.9998018145561218,0.9993768334388733,0.13418158888816833,0.08991175889968872,0.9998124241828918,0.9676177501678467,0.3050161302089691,0.051880110055208206,1.9048353578909882e-06,'1'
0.9974032044410706,0.9933985471725464,0.9492426514625549,0.4586455523967743,0.4861718714237213,0.29446303844451904,0.0004339895967859775,0.9995827078819275,0.006117810029536486,0.027431201189756393,0.3282517194747925,0.8257446885108948,0.4073885679244995,0.45095354318618774,0.08061015605926514,0.0261742752045393,0.5333085060119629,0.19141986966133118,0.9988150596618652,0.9997815489768982,0.9996126294136047,0.9989771842956543,0.2729727029800415,0.04552454501390457,0.999297022819519,0.9746604561805725,0.41063380241394043,0.11863968521356583,2.8022218430123758e-06,'0'
